    Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"你看你看月亮的臉","孟庭葦","你看你看月亮的臉","華語經典","Playlist","TWA559144101","1XWyTJQgyYS1gz4bl1maGw"
"兄弟情","黃品源","男配角心聲","華語經典","Playlist","TWA459023803","5pDcRimjwSvO2QiUnLeV58"
"為何夢見他","丘丘合唱團","丘丘合唱團(I) 就在今夜","華語經典","Playlist","TWA511300524","2gJokzeM8tTAhsAPq84pxO"
"台北的天空","Wang Zhi Lei","王芷蕾的天空","華語經典","Playlist","TWA538501002","3n40BZ2EmJDvc537OtqjDb"
"給我感覺","A-Mei Chang","我可以抱你嗎?愛人","華語經典","Playlist","TWB519906001","4Njz4qnbIZj91NQ6vkixF9"
"追風少年","吳奇隆","追風少年","華語經典","Playlist","TWA539224301","64mCw6HpsYgIi0mGn9cMQw"
"愛神","崔苔菁","崔苔菁 (國語原聲帶)","華語經典","Playlist","FRX281936917","53i6WsFzbPH5zQQHlE2ePs"
"倩女幽魂 - 電影《倩女幽魂》主題曲","Leslie Cheung","Miss You Much, Leslie","華語經典","Playlist","HKG070100117","2RECTN2bL15LIIJYHMCAXQ"
"快樂頌","Harlem Yu","哈林 NO.1 精選輯","華語經典","Playlist","TWB739801311","4A5VEVaDF4B97iG43f1jHo"
"昨天的夢","江玲","經典復刻15江玲(三)","華語經典","Playlist","TWS050901506","4i0tFVka77iJFMvsLWUALb"
"加州陽光","Zhang Qing Fang","張清芳的好歌集","華語經典","Playlist","TWB779143011","6PGrS2InHJwBoHbz2cMHQE"
"最後一次溫柔","Bobby Chen","放肆的情人","華語經典","Playlist","TWB838919306","08OouX5uBxm1e8YN5Cc8fb"
"天下有情人","Wakin Chau","周華健 & Friends","華語經典","Playlist","TWB819547703","22nNe2DRluqizDZnC2At73"
"鳳凰花","鄭智化","落淚的戲子","華語經典","Playlist","TWA539317410","1Ek5icmeCPuK2UXvJyhJD3"
"向天再借五百年","韩磊","时代","華語經典","Playlist","FRX762165204","7bibTSj5JaDOpxTTaCPtXe"
"重提往事","周治平","風花雪月作品集壹","華語經典","Playlist","QM4TX1928554","2B814doGPeaDAdv528wvYt"
"別讓我哭","Bobby Chen","別讓我哭","華語經典","Playlist","TWB839233301","5AtmYtDVmqOP82qG03UnSL"
"悲情城市","S.E.N.S.","Sound.Earth.Nature.Spirit vol.SPIRIT","華語經典","Playlist","JPFH09400010","4m619HuJLcDKMeIW4UR3Tn"
"結髮一輩子 - Remastered","林慧萍","精選林慧萍 (Remastered)","華語經典","Playlist","TWA531600191","0EIkgpkSrM5Q4sYCv0JoFu"
"火柴天堂","熊天平","十年全纪录","華語經典","Playlist","HKG732155754","1L9pVd9APHDpTu4UWlU1Pa"
"我還年輕","Zhang Qing Fang","我還年輕","華語經典","Playlist","TWA238600001","2Q9w8SvZv4IMgL6P9JPJcv"
"蒙娜麗莎的眼淚","林志炫","蒙娜麗莎的眼淚 豪華典藏版","華語經典","Playlist","TWB659800202","4WUEnRgbZDE2uCky0tb2Cw"
"東方之珠","羅大佑","東方之珠(I) 來自你・來自我・來自他","華語經典","Playlist","TWX351700384","2O5JJWHFQG212GO5uDYKZE"
"在愛你的路上 - Remastered","優客李林","精選優客李林 (Remastered)","華語經典","Playlist","TWA231500002","4CULwylf3rsTzFtylieJCc"
"昨日重現","百合二重唱","昨日重現","華語經典","Playlist","TWA171103902","2FmIbNja1NqHn7A6uKfChQ"
"少年遊 - Remastered","優客李林","精選優客李林 (Remastered)","華語經典","Playlist","TWA231500083","2LnVbxMvar7mGYHA5BuRyP"
"愛要怎麼說出口","Zhao Chuan","一顆滾石的25年","華語經典","Playlist","TWV571402004","4OOnUqTbt8xpfyHlwbeR8b"
"找一個字代替","邰正宵","找一個字代替","華語經典","Playlist","TWA219303401","7Kx3gjyR6Zs4MVXsVv8s5h"
"梅花三弄","Chiang Yu-Heng","別讓我一個人醉","華語經典","Playlist","TWA539338908","2WBo9i9HDfmcfC4xlD7qGj"
"用心良苦 - Remastered","Phil Chang","好男人的情歌 (Remastered)","華語經典","Playlist","TWB431600001","6PhFs7NIM2ZoYk1DHpxdNI"
"羞答答的玫瑰靜悄悄地開","孟庭葦","誰的眼淚在飛","華語經典","Playlist","TWA559344104","1kwJ22Th14iANEos6LIRhZ"
"別問我是誰","Linda Wong","愛一生也不夠","華語經典","Playlist","HKA610000955","7z5NROqfoKWPlK9RQzpUQY"
"長路漫漫伴你闖","George Lam","最愛 40 - Beloved 40","華語經典","Playlist","HKI491504514","2m1NkEu1E0887f13Rpqk3F"
"男兒當自強","George Lam","最愛 40 - Beloved 40","華語經典","Playlist","HKI491504513","0HTUzbJMgnYT226qGW4520"
"讓我一次愛個夠","Harlem Yu","讓我一次愛個夠","華語經典","Playlist","TWA218900101","7vC0DBBwpBgFKzJ6tmEw53"
"我想有個家","Pan Mei Chen","我可以為你擋死　2003新歌加精選","華語經典","Playlist","TWA470307020","4rOmjgHhBTjv8CLgVGkuwX"
"只要你過得比我好","JohnnyBug Chen","有你真好","華語經典","Playlist","FR2X41664215","6BNWWyUi0yZ9NCAsPgRawR"
"滾滾紅塵","Sarah Chen","一生守候","華語經典","Playlist","TWA459026606","5OqJ4AKkzOQLF0zOLvm7YT"
"我是真的付出我的愛","Wakin Chau","我付出我的真愛","華語經典","Playlist","TWA458816801","4GX25nWDMb7NxE4YNxgi23"
"恨情歌","Bobby Chen","恨情歌","華語經典","Playlist","TWB839547101","3jktdFh4kWH69lNWmqeUGQ"
"塵緣 - 國","Roman Tam","羅文33首招牌歌","華語經典","Playlist","HKE050131829","45U10QJuEqD6OEY36S0Zg2"
"夢田","南方二重唱","回歸線(4)溫柔的慈悲","華語經典","Playlist","TWDK50303022","1pFsn3olA0TJ0Fz4OyzjBT"
"曲終人散","Phil Chang","奇蹟","華語經典","Playlist","TWB439602061","1cai733WXBRC2QjvsXqqBC"
"情生意動","曾淑勤","情生意動","華語經典","Playlist","TWA239300006","0VZ0x9ZsvAjgkFPQZg3BnK"
"天上小星星","王中平","向天要一點愛","華語經典","Playlist","TWDK59207075","2Wuv6oqhYJkluTQXdxBkBO"
"愛情的故事","方季惟","愛情的故事","華語經典","Playlist","TWDK59107001","5q9FLtKa6EtOVPLaRwH61E"
"歲月的酒","曾淑勤","不再等待天堂","華語經典","Playlist","TWA239200006","08p812OJxhhDFhTQEKcv1f"
"變心的翅膀","陳明真","變心的翅膀","華語經典","Playlist","TWA559020191","1BKCfEg0Jl0yP6y7KduFVS"
"我要用什麼方式留你","凡人二重唱","我要用什麼方式留你","華語經典","Playlist","TWB459210002","0oge06tDsqt8ptp75EKipk"
"愛相隨","Wakin Chau","愛相隨","華語經典","Playlist","TWB819547702","4a57FLSJPPeym6DS4cXOll"
"拜訪春天","施孝榮","施孝榮名歌精選集","華語經典","Playlist","TWA511300345","1XrUiboftnB4NokQNwVSNc"
"認錯 - Remastered","優客李林","精選優客李林 (Remastered)","華語經典","Playlist","TWA231500001","3YuD7lye4IXYgDJdQY2wzZ"
"有夢有朋友","SKY WU","愛與愁","華語經典","Playlist","TWA239400004","3WICMHZ8pRHo9GRuw2ic6H"
"一樣的月光","Julie Sue","蘇芮20年特別選","華語經典","Playlist","TWB510328601","2cqYmQsDy0tuMjI69jfmFU"
"任逍遙","Richie Jen","影視歌全集","華語經典","Playlist","TWA459859711","4GJ5KGAZN3e1Hl4ZH0lMbh"
"容易受傷的女人","Faye Wong","最菲","華語經典","Playlist","HKG079300086","714uPCrFLIHpr9LcjQRFho"
"死了都要愛","信樂團","挑信","華語經典","Playlist","TWA770100019","3ACOnPSMkn60ll5r2w6IaX"
"笑紅塵","Sarah Chen","愛的進行式","華語經典","Playlist","TWA459335301","3txevELw4tR1oAFnvbcgWZ"
"心上人","高凌風","經典復刻20高凌風(二)","華語經典","Playlist","TWS050902001","3fCX4vAUhFQ8UGoK8EYWgi"
"夢駝鈴","Fei Yu-ching","費玉清國語精選","華語經典","Playlist","TWA750001401","5Mko6mh61wV2kdsVg68TpK"
"幾度夕陽紅","潘越雲","新曲與精選","華語經典","Playlist","TWA458612401","0YyF4r6l79hu2VlfIaRxqx"
